Date,Open,High,Low,Close,Adj Close,Volume
2018-01-31,107.7699966430664,108.18000030517578,106.06999969482422,106.5999984741211,98.07711791992188,9812800
2018-02-01,105.95999908447266,106.55999755859375,105.18000030517578,105.5199966430664,97.08342742919922,6386800
2018-02-02,105.1500015258789,106.47000122070312,104.1500015258789,104.4800033569336,96.12661743164062,9253100
2018-02-05,103.4000015258789,104.61000061035156,97.08999633789062,100.08999633789062,92.08758544921875,12561600
2018-02-06,97.63999938964844,101.08000183105469,97.25,100.9000015258789,92.83282470703125,16413800
2018-02-07,100.5,104.58999633789062,100.01000213623047,102.8499984741211,94.62692260742188,11165200
2018-02-08,103.2300033569336,103.4800033569336,100.0,100.0199966430664,92.02317810058594,13975100
2018-02-09,100.52999877929688,101.0999984741211,96.43000030517578,99.37000274658203,91.42515563964844,14184600
2018-02-12,100.12999725341797,100.44999694824219,98.80000305175781,99.55000305175781,91.59076690673828,9135100
2018-02-13,99.33000183105469,101.22000122070312,99.33000183105469,100.9800033569336,92.90641784667969,6622800
2018-02-14,100.86000061035156,102.25,100.20999908447266,101.69999694824219,93.56888580322266,7307600
2018-02-15,102.55000305175781,103.63999938964844,101.83000183105469,103.2300033569336,94.97655487060547,7494900
2018-02-16,103.08999633789062,104.94000244140625,101.9800033569336,104.77999877929688,96.40260314941406,16064300
2018-02-20,96.98999786376953,97.94000244140625,94.0999984741211,94.11000061035156,86.58568572998047,52088500
2018-02-21,95.11000061035156,95.33999633789062,91.23999786376953,91.5199966430664,84.20276641845703,49503700
2018-02-22,91.43000030517578,93.38999938964844,91.30999755859375,92.7699966430664,85.35284423828125,20365000
2018-02-23,92.87999725341797,93.48999786376953,91.76000213623047,92.88999938964844,85.46324157714844,12791500
2018-02-26,92.9000015258789,93.80000305175781,92.22000122070312,93.12000274658203,85.67486572265625,14699300
2018-02-27,93.62999725341797,93.72000122070312,91.51000213623047,91.5199966430664,84.20276641845703,13376100
2018-02-28,92.0,92.0999984741211,90.0,90.01000213623047,82.81351470947266,14143700
2018-03-01,90.16999816894531,90.18000030517578,87.70999908447266,89.08000183105469,81.95787048339844,18909600
2018-03-02,87.2699966430664,88.9000015258789,87.23999786376953,88.7699966430664,81.67264556884766,19043400
2018-03-05,88.13999938964844,90.5,88.06999969482422,89.9800033569336,82.7859115600586,13383200
2018-03-06,90.3499984741211,90.5,88.62999725341797,89.05999755859375,81.93946075439453,11054700
2018-03-07,87.9800033569336,88.52999877929688,87.33999633789062,87.73999786376953,80.72500610351562,11453000
2018-03-08,87.7699966430664,88.12999725341797,87.33999633789062,87.91999816894531,81.37287902832031,9588700
2018-03-09,88.23999786376953,88.72000122070312,87.52999877929688,88.72000122070312,82.11331176757812,9754400
2018-03-12,88.69999694824219,89.44000244140625,87.87999725341797,88.06999969482422,81.51171112060547,8474000
2018-03-13,88.38999938964844,88.9000015258789,87.9800033569336,88.30000305175781,81.72456359863281,7173000
2018-03-14,88.51000213623047,88.98999786376953,87.5,87.66999816894531,81.14148712158203,11040600
2018-03-15,87.68000030517578,88.79000091552734,85.9000015258789,87.51000213623047,80.99341583251953,16615200
2018-03-16,87.72000122070312,90.08999633789062,87.5,89.16999816894531,82.52978515625,28396000
2018-03-19,88.91000366210938,89.08000183105469,87.0999984741211,87.44999694824219,80.93787384033203,12053400
2018-03-20,87.86000061035156,88.1500015258789,87.37000274658203,87.94999694824219,81.400634765625,8258000
2018-03-21,87.88999938964844,89.68000030517578,87.68000030517578,88.18000030517578,81.61351013183594,11836000
2018-03-22,87.52999877929688,88.2699966430664,86.98999786376953,87.13999938964844,80.65096282958984,12248200
2018-03-23,87.3499984741211,87.69000244140625,85.27999877929688,85.41999816894531,79.05902099609375,10125100
2018-03-26,86.22000122070312,87.69000244140625,86.11000061035156,87.5,80.98416137695312,9199800
2018-03-27,87.95999908447266,88.04000091552734,85.4800033569336,86.05000305175781,79.64212799072266,6545800
2018-03-28,86.26000213623047,88.23999786376953,86.19000244140625,87.7699966430664,81.2340316772461,11576300
2018-03-29,87.9000015258789,89.33999633789062,87.7699966430664,88.97000122070312,82.34468841552734,9274600
2018-04-02,88.0,88.23999786376953,84.83999633789062,85.55000305175781,79.17936706542969,19128900
2018-04-03,86.25,86.94999694824219,85.55000305175781,86.80000305175781,80.33626556396484,9695500
2018-04-04,85.5999984741211,87.5,85.44000244140625,87.22000122070312,80.72500610351562,6536600
2018-04-05,87.5999984741211,88.3499984741211,87.05000305175781,87.80999755859375,81.27107238769531,6380900
2018-04-06,86.83000183105469,87.9000015258789,86.12999725341797,86.69000244140625,80.23446655273438,6350000
2018-04-09,86.8499984741211,87.44999694824219,86.23999786376953,86.27999877929688,79.8550033569336,8368100
2018-04-10,86.83999633789062,87.0999984741211,85.66000366210938,86.44999694824219,80.0123519897461,9127400
2018-04-11,86.0,86.86000061035156,85.80000305175781,85.91000366210938,79.5125503540039,6279000
2018-04-12,86.19000244140625,86.83000183105469,85.41000366210938,85.43000030517578,79.06831359863281,6856300
2018-04-13,85.88999938964844,86.2699966430664,85.19000244140625,86.0199966430664,79.6143569946289,7559200
2018-04-16,86.19999694824219,87.6500015258789,86.12000274658203,86.83999633789062,80.373291015625,7020700
2018-04-17,87.4800033569336,88.16999816894531,87.41000366210938,87.9000015258789,81.35436248779297,6801900
2018-04-18,88.19999694824219,88.55999755859375,87.51000213623047,87.56999969482422,81.04894256591797,5854000
2018-04-19,87.41000366210938,88.04000091552734,86.58000183105469,87.88999938964844,81.34510803222656,6588300
2018-04-20,87.87000274658203,88.37999725341797,86.66999816894531,86.9800033569336,80.50288391113281,8324900
2018-04-23,86.88999938964844,87.08000183105469,86.0199966430664,86.0999984741211,79.68840789794922,7360500
2018-04-24,86.7699966430664,86.91000366210938,85.56999969482422,86.52999877929688,80.08636474609375,8469700
2018-04-25,86.31999969482422,87.69999694824219,85.88999938964844,87.16999816894531,80.67872619628906,6760400
2018-04-26,87.16999816894531,88.31999969482422,86.9000015258789,87.94000244140625,81.39137268066406,5782500
2018-04-27,87.87000274658203,87.9000015258789,87.08000183105469,87.29000091552734,80.789794921875,5651100
2018-04-30,87.94000244140625,89.66000366210938,87.91999816894531,88.45999908447266,81.8726577758789,8685900
2018-05-01,87.66999816894531,88.01000213623047,86.3499984741211,87.41000366210938,80.9008560180664,6957700
2018-05-02,87.12999725341797,87.25,86.16000366210938,86.33999633789062,79.91053771972656,6083000
2018-05-03,86.19000244140625,86.29000091552734,85.12000274658203,86.2300033569336,79.80870819091797,6876100
2018-05-04,86.0,88.0999984741211,85.36000061035156,87.52999877929688,81.01190948486328,6971500
2018-05-07,87.48999786376953,87.5,85.2699966430664,85.47000122070312,79.1053237915039,10783600
2018-05-08,85.5199966430664,85.8499984741211,84.91999816894531,85.73999786376953,79.35521697998047,6551400
2018-05-09,82.55999755859375,83.68000030517578,82.0,83.05999755859375,76.8747787475586,32265200
2018-05-10,82.63999938964844,83.7699966430664,82.01000213623047,82.69000244140625,77.01448822021484,15857600
2018-05-11,82.69000244140625,83.5199966430664,81.94999694824219,83.37999725341797,77.65711975097656,9934800
2018-05-14,83.88999938964844,84.79000091552734,83.6500015258789,84.38999938964844,78.59779357910156,9499200
